title,url,rating,price,availability,price usd
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,three,12.55,instock,10.96
Les Fleurs du Mal,les-fleurs-du-mal_530/index.html,five,29.04,instock,25.36
Left Behind (Left Behind #1),left-behind-left-behind-1_529/index.html,two,40.72,instock,35.56
Kill 'Em and Leave: Searching for James Brown and the American Soul,kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,five,45.05,instock,39.34
Kierkegaard: A Christian Missionary to Christians,kierkegaard-a-christian-missionary-to-christians_527/index.html,one,47.13,instock,41.16
John Vassos: Industrial Design for Modern Life,john-vassos-industrial-design-for-modern-life_526/index.html,four,20.22,instock,17.66
I'll Give You the Sun,ill-give-you-the-sun_525/index.html,one,56.48,instock,49.32
I Will Find You,i-will-find-you_524/index.html,one,44.21,instock,38.61
Hystopia: A Novel,hystopia-a-novel_523/index.html,four,21.96,instock,19.18
Howl and Other Poems,howl-and-other-poems_522/index.html,two,40.45,instock,35.32
History of Beauty,history-of-beauty_521/index.html,four,10.29,instock,8.99
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,two,52.86,instock,46.16
Future Shock (Future Shock #1),future-shock-future-shock-1_519/index.html,five,55.65,instock,48.6
Ender's Game (The Ender Quintet #1),enders-game-the-ender-quintet-1_518/index.html,one,43.64,instock,38.11
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,one,28.41,instock,24.81
Death by Leisure: A Cautionary Tale,death-by-leisure-a-cautionary-tale_516/index.html,four,37.51,instock,32.76
Brilliant Beacons: A History of the American Lighthouse,brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,three,11.45,instock,10.0
Brazen: The Courage to Find the You That's Been Hiding,brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,two,19.22,instock,16.78
Between the World and Me,between-the-world-and-me_513/index.html,four,56.91,instock,49.7
Being Mortal: Medicine and What Matters in the End,being-mortal-medicine-and-what-matters-in-the-end_512/index.html,four,55.06,instock,48.08
"A Murder Over a Girl: Justice, Gender, Junior High",a-murder-over-a-girl-justice-gender-junior-high_511/index.html,three,13.2,instock,11.53
32 Yolks,32-yolks_510/index.html,two,53.63,instock,46.83
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,five,44.48,instock,38.84
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,three,12.08,instock,10.55
Wildlife of New York: A Five-Borough Coloring Book,wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,two,22.14,instock,19.33
What Happened on Beale Street (Secrets of the South Mysteries #2),what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,five,25.37,instock,22.16
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,two,46.33,instock,40.46
Under the Tuscan Sun,under-the-tuscan-sun_504/index.html,three,37.33,instock,32.6
Toddlers Are A**holes: It's Not Your Fault,toddlers-are-aholes-its-not-your-fault_503/index.html,one,25.55,instock,22.31
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,one,34.72,instock,30.32
The Whale,the-whale_501/index.html,four,35.96,instock,31.4
The Story of Art,the-story-of-art_500/index.html,four,41.14,instock,35.93
The Origin of Species,the-origin-of-species_499/index.html,four,10.01,instock,8.74
The Great Gatsby,the-great-gatsby_498/index.html,four,36.05,instock,31.48
The Good Girl,the-good-girl_497/index.html,three,49.03,instock,42.82
The Glass Castle,the-glass-castle_496/index.html,one,16.24,instock,14.18
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,one,39.55,instock,34.54
The Drowning Girls,the-drowning-girls_494/index.html,three,35.67,instock,31.15
The Constant Princess (The Tudor Court #1),the-constant-princess-the-tudor-court-1_493/index.html,three,16.62,instock,14.51
The Bourne Identity (Jason Bourne #1),the-bourne-identity-jason-bourne-1_492/index.html,four,42.78,instock,37.36
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,five,52.3,instock,45.67
The Art Book,the-art-book_490/index.html,two,32.34,instock,28.24
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,four,33.17,instock,28.97
Team of Rivals: The Political Genius of Abraham Lincoln,team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,five,20.12,instock,17.57
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,two,20.9,instock,18.25
"Sit, Stay, Love",sit-stay-love_486/index.html,three,20.9,instock,18.25
Sister Dear,sister-dear_485/index.html,four,40.2,instock,35.11
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,three,52.87,instock,46.17
"Rich Dad, Poor Dad",rich-dad-poor-dad_483/index.html,one,51.74,instock,45.18
Raymie Nightingale,raymie-nightingale_482/index.html,two,34.41,instock,30.05
Playing from the Heart,playing-from-the-heart_481/index.html,one,32.38,instock,28.28
Nightstruck: A Novel,nightstruck-a-novel_480/index.html,four,50.35,instock,43.97
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,five,11.38,instock,9.94
Meternity,meternity_478/index.html,three,43.58,instock,38.06
Memoirs of a Geisha,memoirs-of-a-geisha_477/index.html,three,49.67,instock,43.38
Like Never Before (Walker Family #2),like-never-before-walker-family-2_476/index.html,two,28.77,instock,25.12
Life of Pi,life-of-pi_475/index.html,four,13.22,instock,11.54
Leave This Song Behind: Teen Poetry at Its Best,leave-this-song-behind-teen-poetry-at-its-best_474/index.html,five,51.17,instock,44.69
King's Folly (The Kinsman Chronicles #1),kings-folly-the-kinsman-chronicles-1_473/index.html,five,39.61,instock,34.59
John Adams,john-adams_472/index.html,four,57.43,instock,50.15
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,four,46.01,instock,40.18
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,two,28.25,instock,24.67
Good in Bed (Cannie Shapiro #1),good-in-bed-cannie-shapiro-1_469/index.html,five,37.05,instock,32.36
"Fruits Basket, Vol. 7 (Fruits Basket #7)",fruits-basket-vol-7-fruits-basket-7_468/index.html,one,19.57,instock,17.09
For the Love: Fighting for Grace in a World of Impossible Standards,for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,three,45.13,instock,39.41
Finding God in the Ruins: How God Redeems Pain,finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,two,46.64,instock,40.73
Every Heart a Doorway (Every Heart A Doorway #1),every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,five,12.16,instock,10.62
Delivering the Truth (Quaker Midwife Mystery #1),delivering-the-truth-quaker-midwife-mystery-1_464/index.html,four,20.89,instock,18.24
Counted With the Stars (Out from Egypt #1),counted-with-the-stars-out-from-egypt-1_463/index.html,five,17.97,instock,15.69
"Chronicles, Vol. 1",chronicles-vol-1_462/index.html,two,52.6,instock,45.93
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,one,25.77,instock,22.5
Benjamin Franklin: An American Life,benjamin-franklin-an-american-life_460/index.html,three,48.19,instock,42.08
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,five,29.93,instock,26.14
A Summer In Europe,a-summer-in-europe_458/index.html,two,44.34,instock,38.72
A Short History of Nearly Everything,a-short-history-of-nearly-everything_457/index.html,five,52.4,instock,45.76
A Gathering of Shadows (Shades of Magic #2),a-gathering-of-shadows-shades-of-magic-2_456/index.html,four,44.81,instock,39.13
The Sound Of Love,the-sound-of-love_455/index.html,five,57.84,instock,50.51
The Rise and Fall of the Third Reich: A History of Nazi Germany,the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,two,39.67,instock,34.64
The Perks of Being a Wallflower,the-perks-of-being-a-wallflower_453/index.html,three,55.02,instock,48.05
The Mysterious Affair at Styles (Hercule Poirot #1),the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,four,24.8,instock,21.66
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,four,59.45,instock,51.92
The Makings of a Fatherless Child,the-makings-of-a-fatherless-child_450/index.html,two,31.58,instock,27.58
The Joy of Cooking,the-joy-of-cooking_449/index.html,four,43.27,instock,37.79
The Invention of Wings,the-invention-of-wings_448/index.html,one,37.34,instock,32.61
The Hobbit (Middle-Earth Universe),the-hobbit-middle-earth-universe_447/index.html,five,17.8,instock,15.54
The Great Railway Bazaar,the-great-railway-bazaar_446/index.html,one,30.54,instock,26.67
The Golden Compass (His Dark Materials #1),the-golden-compass-his-dark-materials-1_445/index.html,one,18.77,instock,16.39
The God Delusion,the-god-delusion_444/index.html,three,46.85,instock,40.91
The Girl You Left Behind (The Girl You Left Behind #1),the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,one,15.79,instock,13.79
The Fellowship of the Ring (The Lord of the Rings #1),the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,two,10.27,instock,8.97
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,five,15.42,instock,13.47
The Barefoot Contessa Cookbook,the-barefoot-contessa-cookbook_440/index.html,five,59.92,instock,52.33
Tell the Wolves I'm Home,tell-the-wolves-im-home_439/index.html,two,50.96,instock,44.5
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,three,30.6,instock,26.72
Pride and Prejudice,pride-and-prejudice_437/index.html,four,19.27,instock,16.83
Musicophilia: Tales of Music and the Brain,musicophilia-tales-of-music-and-the-brain_436/index.html,one,46.58,instock,40.68
Mere Christianity,mere-christianity_435/index.html,three,48.51,instock,42.36
Me Before You (Me Before You #1),me-before-you-me-before-you-1_434/index.html,one,19.02,instock,16.61
In the Woods (Dublin Murder Squad #1),in-the-woods-dublin-murder-squad-1_433/index.html,two,38.38,instock,33.52
In Cold Blood,in-cold-blood_432/index.html,four,49.98,instock,43.65
How to Stop Worrying and Start Living,how-to-stop-worrying-and-start-living_431/index.html,five,46.49,instock,40.6
Give It Back,give-it-back_430/index.html,two,18.32,instock,16.0
"Girl, Interrupted",girl-interrupted_429/index.html,three,42.14,instock,36.8
Fun Home: A Family Tragicomic,fun-home-a-family-tragicomic_428/index.html,four,56.59,instock,49.42
"Fruits Basket, Vol. 6 (Fruits Basket #6)",fruits-basket-vol-6-fruits-basket-6_427/index.html,four,20.96,instock,18.3
Deception Point,deception-point_426/index.html,four,40.32,instock,35.21
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",death-note-vol-6-give-and-take-death-note-6_425/index.html,three,36.39,instock,31.78
Catherine the Great: Portrait of a Woman,catherine-the-great-portrait-of-a-woman_424/index.html,four,58.55,instock,51.13
Better Homes and Gardens New Cook Book,better-homes-and-gardens-new-cook-book_423/index.html,three,39.61,instock,34.59
An Unquiet Mind: A Memoir of Moods and Madness,an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,three,21.3,instock,18.6
A Year in Provence (Provence #1),a-year-in-provence-provence-1_421/index.html,four,56.88,instock,49.67
World Without End (The Pillars of the Earth #2),world-without-end-the-pillars-of-the-earth-2_420/index.html,four,32.97,instock,28.79
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,four,47.31,instock,41.32
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,two,48.67,instock,42.5
Where She Went (If I Stay #2),where-she-went-if-i-stay-2_417/index.html,four,41.73,instock,36.44
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,four,53.68,instock,46.88
Two Summers,two-summers_415/index.html,one,14.64,instock,12.78
This Is Your Brain on Music: The Science of a Human Obsession,this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,one,38.4,instock,33.53
The Secret Garden,the-secret-garden_413/index.html,four,15.08,instock,13.17
The Raven King (The Raven Cycle #4),the-raven-king-the-raven-cycle-4_412/index.html,two,30.57,instock,26.7
The Raven Boys (The Raven Cycle #1),the-raven-boys-the-raven-cycle-1_411/index.html,four,57.74,instock,50.42
The Power Greens Cookbook: 140 Delicious Superfood Recipes,the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,five,11.05,instock,9.65
The Metamorphosis,the-metamorphosis_409/index.html,one,28.58,instock,24.96
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,five,42.91,instock,37.47
The Little Paris Bookshop,the-little-paris-bookshop_407/index.html,three,24.73,instock,21.6
The Hiding Place,the-hiding-place_406/index.html,four,55.91,instock,48.83
The Grand Design,the-grand-design_405/index.html,three,13.76,instock,12.02
The Firm,the-firm_404/index.html,three,45.56,instock,39.79
The Fault in Our Stars,the-fault-in-our-stars_403/index.html,one,47.22,instock,41.24
The False Prince (The Ascendance Trilogy #1),the-false-prince-the-ascendance-trilogy-1_402/index.html,five,56.0,instock,48.9
The Expatriates,the-expatriates_401/index.html,two,44.58,instock,38.93
The Dream Thieves (The Raven Cycle #2),the-dream-thieves-the-raven-cycle-2_400/index.html,one,34.5,instock,30.13
The Darkest Corners,the-darkest-corners_399/index.html,five,11.33,instock,9.89
The Crossover,the-crossover_398/index.html,four,38.77,instock,33.86
The 5th Wave (The 5th Wave #1),the-5th-wave-the-5th-wave-1_397/index.html,two,11.83,instock,10.33
Tell the Wind and Fire,tell-the-wind-and-fire_396/index.html,three,45.51,instock,39.74
Tell Me Three Things,tell-me-three-things_395/index.html,one,41.81,instock,36.51
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,four,25.15,instock,21.96
Siddhartha,siddhartha_393/index.html,five,34.22,instock,29.88
Shiver (The Wolves of Mercy Falls #1),shiver-the-wolves-of-mercy-falls-1_392/index.html,five,16.23,instock,14.17
Remember Me?,remember-me_391/index.html,three,11.48,instock,10.03
Red Dragon (Hannibal Lecter #1),red-dragon-hannibal-lecter-1_390/index.html,three,23.37,instock,20.41
Peak: Secrets from the New Science of Expertise,peak-secrets-from-the-new-science-of-expertise_389/index.html,two,16.28,instock,14.22
My Mother Was Nuts,my-mother-was-nuts_388/index.html,four,31.63,instock,27.62
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,five,24.91,instock,21.75
Maybe Something Beautiful: How Art Transformed a Neighborhood,maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,one,22.54,instock,19.68
Lola and the Boy Next Door (Anna and the French Kiss #2),lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,four,23.63,instock,20.64
Logan Kade (Fallen Crest High #5.5),logan-kade-fallen-crest-high-55_384/index.html,two,13.12,instock,11.46
Last One Home (New Beginnings #1),last-one-home-new-beginnings-1_383/index.html,three,59.98,instock,52.38
Killing Floor (Jack Reacher #1),killing-floor-jack-reacher-1_382/index.html,four,31.49,instock,27.5
Kill the Boy Band,kill-the-boy-band_381/index.html,five,15.52,instock,13.55
Isla and the Happily Ever After (Anna and the French Kiss #3),isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,five,48.13,instock,42.03
If I Stay (If I Stay #1),if-i-stay-if-i-stay-1_379/index.html,five,38.13,instock,33.3
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,two,36.55,instock,31.92
Harry Potter and the Deathly Hallows (Harry Potter #7),harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,one,23.32,instock,20.37
"Fruits Basket, Vol. 5 (Fruits Basket #5)",fruits-basket-vol-5-fruits-basket-5_376/index.html,one,16.33,instock,14.26
Foundation (Foundation (Publication Order) #1),foundation-foundation-publication-order-1_375/index.html,one,32.42,instock,28.31
Fool Me Once,fool-me-once_374/index.html,one,16.96,instock,14.81
Find Her (Detective D.D. Warren #8),find-her-detective-dd-warren-8_373/index.html,one,22.37,instock,19.54
Evicted: Poverty and Profit in the American City,evicted-poverty-and-profit-in-the-american-city_372/index.html,one,42.27,instock,36.91
Drama,drama_371/index.html,two,38.7,instock,33.8
Dracula the Un-Dead,dracula-the-un-dead_370/index.html,five,35.63,instock,31.12
Digital Fortress,digital-fortress_369/index.html,five,58.0,instock,50.65
"Death Note, Vol. 5: Whiteout (Death Note #5)",death-note-vol-5-whiteout-death-note-5_368/index.html,one,52.41,instock,45.77
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,three,32.35,instock,28.25
Critique of Pure Reason,critique-of-pure-reason_366/index.html,one,20.75,instock,18.12
Booked,booked_365/index.html,five,17.49,instock,15.27
"Blue Lily, Lily Blue (The Raven Cycle #3)",blue-lily-lily-blue-the-raven-cycle-3_364/index.html,five,34.13,instock,29.81
Approval Junkie: Adventures in Caring Too Much,approval-junkie-adventures-in-caring-too-much_363/index.html,five,58.81,instock,51.36
An Abundance of Katherines,an-abundance-of-katherines_362/index.html,five,10.0,instock,8.73
America's War for the Greater Middle East: A Military History,americas-war-for-the-greater-middle-east-a-military-history_361/index.html,two,51.22,instock,44.73
Alight (The Generations Trilogy #2),alight-the-generations-trilogy-2_360/index.html,four,58.59,instock,51.17
A Girl's Guide to Moving On (New Beginnings #2),a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,one,31.3,instock,27.33
A Game of Thrones (A Song of Ice and Fire #1),a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,two,46.42,instock,40.54
A Feast for Crows (A Song of Ice and Fire #4),a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,four,17.21,instock,15.03
A Clash of Kings (A Song of Ice and Fire #2),a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,three,10.79,instock,9.42
Vogue Colors A to Z: A Fashion Coloring Book,vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,four,52.35,instock,45.72
The Shining (The Shining #1),the-shining-the-shining-1_354/index.html,three,27.88,instock,24.35
The Pilgrim's Progress,the-pilgrims-progress_353/index.html,two,50.26,instock,43.89
The Perfect Play (Play by Play #1),the-perfect-play-play-by-play-1_352/index.html,three,59.99,instock,52.39
The Passion of Dolssa,the-passion-of-dolssa_351/index.html,five,28.32,instock,24.73
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,three,38.71,instock,33.8
The Hunger Games (The Hunger Games #1),the-hunger-games-the-hunger-games-1_349/index.html,five,29.85,instock,26.07
The Hound of the Baskervilles (Sherlock Holmes #5),the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,two,14.82,instock,12.94
The Gunning of America: Business and the Making of American Gun Culture,the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,four,16.81,instock,14.68
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,two,28.23,instock,24.65
The Demonists (Demonist #1),the-demonists-demonist-1_345/index.html,two,52.11,instock,45.51
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,two,27.88,instock,24.35
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,three,59.71,instock,52.14
The Beast (Black Dagger Brotherhood #14),the-beast-black-dagger-brotherhood-14_342/index.html,five,46.08,instock,40.24
Some Women,some-women_341/index.html,five,13.73,instock,11.99
Shopaholic Ties the Knot (Shopaholic #3),shopaholic-ties-the-knot-shopaholic-3_340/index.html,five,48.39,instock,42.26
Paper and Fire (The Great Library #2),paper-and-fire-the-great-library-2_339/index.html,five,49.45,instock,43.18
Outlander (Outlander #1),outlander-outlander-1_338/index.html,five,19.67,instock,17.18
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,three,12.36,instock,10.79
No One Here Gets Out Alive,no-one-here-gets-out-alive_336/index.html,five,20.02,instock,17.48
Night Shift (Night Shift #1-20),night-shift-night-shift-1-20_335/index.html,four,12.75,instock,11.13
Needful Things,needful-things_334/index.html,four,47.51,instock,41.49
Mockingjay (The Hunger Games #3),mockingjay-the-hunger-games-3_333/index.html,four,20.44,instock,17.85
Misery,misery_332/index.html,two,34.79,instock,30.38
Little Women (Little Women #1),little-women-little-women-1_331/index.html,four,28.07,instock,24.51
It,it_330/index.html,three,25.01,instock,21.84
Harry Potter and the Sorcerer's Stone (Harry Potter #1),harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,three,13.9,instock,12.14
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,four,24.17,instock,21.11
Harry Potter and the Order of the Phoenix (Harry Potter #5),harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,four,31.63,instock,27.62
Harry Potter and the Half-Blood Prince (Harry Potter #6),harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,five,48.75,instock,42.57
Harry Potter and the Chamber of Secrets (Harry Potter #2),harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,one,14.74,instock,12.87
Gone with the Wind,gone-with-the-wind_324/index.html,three,32.49,instock,28.37
God Is Not Great: How Religion Poisons Everything,god-is-not-great-how-religion-poisons-everything_323/index.html,one,27.8,instock,24.28
Girl With a Pearl Earring,girl-with-a-pearl-earring_322/index.html,one,26.77,instock,23.38
"Fruits Basket, Vol. 4 (Fruits Basket #4)",fruits-basket-vol-4-fruits-basket-4_321/index.html,four,50.44,instock,44.05
Far From True (Promise Falls Trilogy #2),far-from-true-promise-falls-trilogy-2_320/index.html,two,34.93,instock,30.5
Dark Lover (Black Dagger Brotherhood #1),dark-lover-black-dagger-brotherhood-1_319/index.html,one,12.87,instock,11.24
Confessions of a Shopaholic (Shopaholic #1),confessions-of-a-shopaholic-shopaholic-1_318/index.html,two,48.94,instock,42.74
Changing the Game (Play by Play #2),changing-the-game-play-by-play-2_317/index.html,three,13.38,instock,11.68
Candide,candide_316/index.html,three,58.63,instock,51.2
Can You Keep a Secret?,can-you-keep-a-secret_315/index.html,one,21.94,instock,19.16
Atlas Shrugged,atlas-shrugged_314/index.html,five,26.58,instock,23.21
Animal Farm,animal-farm_313/index.html,three,57.22,instock,49.97
A Walk to Remember,a-walk-to-remember_312/index.html,one,56.43,instock,49.28
A New Earth: Awakening to Your Life's Purpose,a-new-earth-awakening-to-your-lifes-purpose_311/index.html,five,55.65,instock,48.6
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,one,27.62,instock,24.12
'Salem's Lot,salems-lot_309/index.html,four,49.56,instock,43.28
Zero History (Blue Ant #3),zero-history-blue-ant-3_308/index.html,one,34.77,instock,30.36
Wuthering Heights,wuthering-heights_307/index.html,three,17.73,instock,15.48
World War Z: An Oral History of the Zombie War,world-war-z-an-oral-history-of-the-zombie-war_306/index.html,one,21.8,instock,19.04
Wild: From Lost to Found on the Pacific Crest Trail,wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,three,46.02,instock,40.19
"Where'd You Go, Bernadette",whered-you-go-bernadette_304/index.html,one,18.13,instock,15.83
When You Are Engulfed in Flames,when-you-are-engulfed-in-flames_303/index.html,five,30.89,instock,26.98
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,three,31.95,instock,27.9
We Are All Completely Beside Ourselves,we-are-all-completely-beside-ourselves_301/index.html,one,24.04,instock,20.99
Walk the Edge (Thunder Road #2),walk-the-edge-thunder-road-2_300/index.html,three,32.36,instock,28.26
Voyager (Outlander #3),voyager-outlander-3_299/index.html,five,21.07,instock,18.4
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,three,50.66,instock,44.24
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,two,13.66,instock,11.93
"Unstuffed: Decluttering Your Home, Mind, and Soul",unstuffed-decluttering-your-home-mind-and-soul_296/index.html,one,58.09,instock,50.73
Under the Banner of Heaven: A Story of Violent Faith,under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,one,30.0,instock,26.2
Two Boys Kissing,two-boys-kissing_294/index.html,two,32.74,instock,28.59
Twilight (Twilight #1),twilight-twilight-1_293/index.html,two,41.93,instock,36.62
Twenties Girl,twenties-girl_292/index.html,two,42.8,instock,37.38
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,one,53.51,instock,46.73
Three-Martini Lunch,three-martini-lunch_290/index.html,three,23.21,instock,20.27
"Thinking, Fast and Slow",thinking-fast-and-slow_289/index.html,one,21.14,instock,18.46
The Wild Robot,the-wild-robot_288/index.html,three,56.07,instock,48.97
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,three,14.41,instock,12.58
The Undomestic Goddess,the-undomestic-goddess_286/index.html,four,45.75,instock,39.95
